tweet,target,,,,,,,,,,
چوتیا مواد بکواس چینل بند کر لو اگر ایسا بکواس مواد اپ لوڈ کرنا ہے تو,1,,,,,,,,,,
چوتیا ہے ابے تو,1,,,,,,,,,,
چوتیا ہے بھائی تو,1,,,,,,,,,,
چوتیا ہے تو کوئی ٹیلنٹ نہیں ہے تیرے پاس,1,,,,,,,,,,
چوتیا ہے تو لوڑے,1,,,,,,,,,,
چوتیا ہے دکی بھائی,1,,,,,,,,,,
چوتیا ہے سالا,1,,,,,,,,,,
چوتیا ہے سالا,1,,,,,,,,,,
چوتیا ہے شام ادریس,1,,,,,,,,,,
چوتیا ہے شام اس کے چینل سے دور رہو,1,,,,,,,,,,
چوتیا ہے کہ بھوتنی کے جب ویڈیو نہیں بنتی تو لنڈ کے لیے بنا رہا لوڑے جیسا ری ایکشن دے رہا بس,1,,,,,,,,,,
چوتیا ہے وقار سالا,1,,,,,,,,,,
چوتیا ہے یہ کچھ بھی بناتا ہے,1,,,,,,,,,,
چوتیا ہے یہ لوگ,1,,,,,,,,,,
چوتیا وقار ذکاٰء,1,,,,,,,,,,
چوتیا ویڈیو مزہ نہیں آیا,1,,,,,,,,,,
چوتیا یوٹیوبر ایسا بولتا ہے جیسے لاکھوں سبسکرائبرز اپنی گانڈ میں لے کر آیا تھا ماں کی پیٹ میں سے,1,,,,,,,,,,
چوتیاپا ابھی بند نہیں ہوا میں نے ابھی ابھی چیک کیا ہے,1,,,,,,,,,,
چوتیاپا اکیلے خود چوتیا بننا پڑتا ہے,1,,,,,,,,,,
چوتیاپا بند کر بھای,1,,,,,,,,,,
چوتیاپا بند کرو,1,,,,,,,,,,
چوتیاپا چیز ہے یہ بڑا صاحب,1,,,,,,,,,,
چوتیاپا کا شو بس,1,,,,,,,,,,
چوتیاپا کر رہا ہے,1,,,,,,,,,,
چوتیاپا کرنے سے بہتر ہےپہلے جیسا کام کر تو کمنٹری سہی کرتا ہے اداکاری نہیں,1,,,,,,,,,,
چوتیاپا گانڈ مار لین لارڈ,1,,,,,,,,,,
چوتیاپا لیکن ریپ مست تھا,1,,,,,,,,,,
چوتیاپا مت کرو,1,,,,,,,,,,
چوتیاپا ہے دن چک پوجا,1,,,,,,,,,,
چوتیاپا ہےتو مادر چود,1,,,,,,,,,,
چوتیاپا ہی رہ جانا ہے اگر تمہں پتا نہ ہو تو تھوڑا گوگل کر لو تمہں سب کچھ آتا تو ہے,1,,,,,,,,,,
چوتیاپا ویڈیو تھا بالکل بکواس,1,,,,,,,,,,
چوتیاپوں کی برینڈ ہے پوری زندگی ٹٹی کر کے رکھ دی ہے,1,,,,,,,,,,
چوتیاپے کی حد ہو گئی یار,1,,,,,,,,,,
چوتیاپے کی ویڈیو بنائی اس مرتبہ اب لیول وہ نہیں رہا پہلے والا,1,,,,,,,,,,
چوتیارے انڈین سالے,1,,,,,,,,,,
چوتیاگری جس کی روٹی اس کی بوٹی ذکاہ کی کاٹ دو گوٹی,1,,,,,,,,,,
چوتیاں کلیاں وے,1,,,,,,,,,,
چوتیائے چمن,1,,,,,,,,,,
چوتیوں انڈر ورلڈ ڈان کھٹی لسی اور دوسرا نعمان خان مس چھکا,1,,,,,,,,,,
چوتیوں تم لوگوں کا کام دھندہ نہیں ہے کیا,1,,,,,,,,,,
چوتیوں جیسی ویڈیوز بناتا ہے اور کام نہیں ہے تم سے,1,,,,,,,,,,
چوتیوں ک لئے اچھا موقع ہوتا ہے بگ باس چوتیا کا بنایا ہوا ہے,1,,,,,,,,,,
چوتیوں کا بازار ہے پورکستان میں,1,,,,,,,,,,
چوتیوں کا دیش ہے پورکستان ایسے ایسے لوگ وہاں شو کرتے ہیں,1,,,,,,,,,,
چوتیوں کتنا دیکھو گے,1,,,,,,,,,,
چوتیوں کچھ تو نیا کمنٹ کرو,1,,,,,,,,,,
چوتیوں کو روسٹ کرتے کرتے خود چوتیا بن گیا,1,,,,,,,,,,
چوتیوں کو نہیں سمجھ آئے گی,1,,,,,,,,,,
چوتیوں کو یہ ویڈیو پسند نہیں آئے گی,1,,,,,,,,,,
چوتیوں کوبڑی ہنسی آئی نا بھائی تو نہیں پہنچ پایا اس لیول پر اس لیئے اتنی بک چودی کر رہا ہے,1,,,,,,,,,,
چوتیوں کوئی ہے,1,,,,,,,,,,
چوتیوں کی ٹولی رنگ ٹونز کے لنک شئیر کرنا,1,,,,,,,,,,
چوتیوں کی شادی,1,,,,,,,,,,
چوتیوں کی کمی دینا میں بھائی تیرا کاروبار چلتا رہے گا سلاتا رہ دوسروں کو,1,,,,,,,,,,
چوتیوں کی کمی نہیں,1,,,,,,,,,,
چوتیوں کی کمی نہیں ہاں اس دنیا میں,1,,,,,,,,,,
چوتیوں کی کمی نہیں ہوگی,1,,,,,,,,,,
چوتیوں کی کمی ہےکہ کچھ دن تو گزارو گجرات میں بس,1,,,,,,,,,,
چوتیوں کی نگرانی میں ,1,,,,,,,,,,
چوتیوں کی نگرانی میں ہا ہا,1,,,,,,,,,,
چوتیوں نے کمنٹس کو ڈس ایبل کر دیا,1,,,,,,,,,,
چوتیوں نے ناپسند کردیاہے,1,,,,,,,,,,
چوتیوں والی ویڈیو بس دوست بھی اپنی طرح کی چوتیے چیز دیکھتے ہیں,1,,,,,,,,,,
چوتیوں یہ کیا اس کا سدا منہ دیکھ رہے ہو جاؤ ڈیڈپول ہندی کا نیا ویڈیو ریلیز ہوا ہے جاؤدیکھو,1,,,,,,,,,,
چوتیے اچھے سے چلا,1,,,,,,,,,,
چوتیے اور کوئی موضوع نہیں ملا تو بگ باس کو پکڑ لیا,1,,,,,,,,,,
چوتیے بی بی کا فیک ہے,1,,,,,,,,,,
چوتیے تجھ کو ساری ویڈیو دیکھنے کے بعد بھی شرم نہیں آیا,1,,,,,,,,,,
چوتیے تو تو ویڈیو کیوں بناتا ہے یہ بتا صرف,1,,,,,,,,,,
چوتیے جیسا گانا ہے,1,,,,,,,,,,
چوتیے جیسی شکل بناتا ہے چوتیے,1,,,,,,,,,,
چوتیے چینل بند کر دے ورنہ تیری گانڈ مار لوں گا,1,,,,,,,,,,
چوتیے کپڑے صرف پہلی بار نہیں ہوتے اس کے بعد مل جاتے ہیں,1,,,,,,,,,,
چوتیے کتے کمینے کیوں اتنا جلتا ہے فیس بک پیج کو لوڑے لگایا تجھے بھی نہ لوڑے لگوا دے سیدھا ہو جا,1,,,,,,,,,,
چوتیے کتے کمینے کیوں جلتا ہے اس سے,1,,,,,,,,,,
چوتیے کچھ اچھا بنا تم اچھی شراب بناتے ہو اور یہ ویڈیو لیٹ کیوں آرہی ہے,1,,,,,,,,,,
چوتیے کے ڈھکن یار تو گانڈ دے دے,1,,,,,,,,,,
چوتیے کی نسل روپے یوٹیوب پر کما اور نکل سائیکل لینے کی اوقات ہے نہیں انڈیا والوں کی,1,,,,,,,,,,
چوتیے لوگ استعمال کرتع ہے موسیقی ڈش کا نام خراب کر رہے ہیں,1,,,,,,,,,,
چوتیے لوگ ہیں پاکستانی سیدھا سیدھا پیج کو ناپسند کردیں اور کھیل ختم,1,,,,,,,,,,
چوتیے لوگوں کے اوپر ویڈیو ہے بند کر بھائی,1,,,,,,,,,,
چوتیے میری طرف سے دنیا کی سب سے گندی گالی رکھ لو,1,,,,,,,,,,
چوتیے نے انگلش بھی بین کی ہوئی ہے پر ہم تو دیسی اردو میں بھی اس کو گالیاں نکال دیتے ہیں ماں بہن کی,1,,,,,,,,,,
چوتیے ہیں سارے لوگ,1,,,,,,,,,,
چوتیے ہیں سالے پاکستان کو اپنی مشہوری کے لیے استعمال کر رہے ہیں,1,,,,,,,,,,
چوتیے ہیں مادرچود بھوسڑی کے ایک گورا ہونے کا انجیکشن لگاتا دوسرا بیس لاگا کر آیا ہوتا,1,,,,,,,,,,
چوتیے ہیں یہ سب تیرا بھائی سب سے مست ہے,1,,,,,,,,,,
چوتیےکے لنڈ ہیں دونوں,1,,,,,,,,,,
چوتییز جیسا ہے ویڈسچ میں نہیں مزہ آیا,1,,,,,,,,,,
چود دے شام کو حرام ذادہ فراڈ,1,,,,,,,,,,
چود دیا بخیر تیل کے,1,,,,,,,,,,
چودو یار اس شام کو صیح طرح سے پوری زندگی پاکستان اور پاکستانی کی بے عزتی کرو گے,1,,,,,,,,,,
چودے چودی ہو گئی سب دیکھ رہے ہیں آج کل,1,,,,,,,,,,
چیتا بہت دلا بندہ ہے بھوسڑی ہے,1,,,,,,,,,,
حجاب آپ لے گئے بازی ان کنجروں کی گانڈ مار کر,1,,,,,,,,,,
حجاب بہن چود حجاب,1,,,,,,,,,,
حجاب بھائی اب ہم آپ کی عزت کرتے ہیں یہ ادریس بہت بڑا چوتیا بندہ ہے آپ اجھے ہو پاکستان سے,1,,,,,,,,,,
حجاب تم کو سلام ہے دکی گانڈ پھاڑدی تم نے ان دونوں کی,1,,,,,,,,,,
حجاب جھوٹا چوتیا,1,,,,,,,,,,
حجاب چھا گئے ہو تم دکی او دلے او کمینے,1,,,,,,,,,,
حجاب شام چوتیا ہے اصل میں,1,,,,,,,,,,
حجاب کی بےعزتی کنے والا ہے تو بہت اچھا ہے بس باقی سب چوتیے ہیں ابھی بھڑوے کیوں تو گالیاں دیتا ہے,1,,,,,,,,,,
حچاب شکریہ یار آخر کوئی تو ہے جو اس چوتیے کے بارے میں بول رہا ہے,1,,,,,,,,,,
حد سے زیادہ پسند آیا یار,0,,,,,,,,,,
حق بنتا ہے کی اس کی ویڈٰو کو دوبارہ روسٹ کریں,0,,,,,,,,,,
حقیقت میں اس کا کیا مطلب ک میں ہوں,0,,,,,,,,,,
حقیقت میں بگ باس ٹٹی ہے مانو یا نہ مانو,0,,,,,,,,,,
حقیقت میں بہت اچھی ویڈیو ہے,0,,,,,,,,,,
حمزہ کیسا ہے,0,,,,,,,,,,
حیران کر دیا کیری بھائی نے نئی ویڈیوز کے لیے نیک خواہشات ہیں,0,,,,,,,,,,
حیران کن کیا میں اس قسم کی اور ویڈیوز پر لائیکس لے سکتا ہوں,0,,,,,,,,,,
حیران ہو جاؤ گے اگر میری ویڈیوز دیکھو گے تو,0,,,,,,,,,,
خبروں والوں کو اور کوئی کام نہیں ہے,0,,,,,,,,,,
خدا قسم اس نے تو نعمان خان کو بھی پیچھے چھوڑ دیا,0,,,,,,,,,,
خدا قسم حمزہ ایک اچھا اداکار ہے میں مزاق نہیں کر رہا,0,,,,,,,,,,
خط اس کے ہاتھ میں لگا کیا,0,,,,,,,,,,
خطرناک ہے بھائی تو ایک دم بار بار ویڈیو بناتا ہے تو جو بولتا ہے وہ بالکل صیح ہوتا ہے,0,,,,,,,,,,
خطرناک والا کیا,0,,,,,,,,,,
خوش بہتر آجائیں بھائی,0,,,,,,,,,,
خوش رہو بڑے کیری اچھی ویڈیو تھی,0,,,,,,,,,,
خوش ہو جا بھائی اب تو اشتہار بھی آنے لگا ہے شام تیری بہن کو لن,1,,,,,,,,,,
خون پسینہ موت بہا وے,0,,,,,,,,,,
دارو دارو دارو لنڈ سے تیرے منہ میں موت ڈالوں,1,,,,,,,,,,
داڑھی میں بچہ لگ رہا ہے نعمان خان کی طرح,0,,,,,,,,,,
دکی انہوں نے عوام کو چوتیا بنایا ہوا ہے اور عوام کتوں کی طرح پاگل ہے,1,,,,,,,,,,
دکی بھائی اپنا بھائی ہے چوتیے شام تیری ویڈیوز دیکھ کر بہت خوشی ہوئی,1,,,,,,,,,,
دکی بھائی اگر اس بھوسڑی ابلیس میں تھوڑی سی بھی شرم باقی رہ گئی ہو گی جو کہ امید ہے کہ یہ اب یوٹیوب پر اب دوبارہ بکواس نہیں کرے گا,1,,,,,,,,,,
دکی بھائی ایسے جھوٹے لوگوں کی وجہ سے پریشان مت ہوں آپ گانڈ ماریں تے ان سالوں کی ہم,1,,,,,,,,,,
دکی بھائی آپ بہت عظیم ہو اور یہ فراگی سالی کب مرے گی یار,1,,,,,,,,,,
دکی بھائی آپ ٹینشن نہ لیں ان گانڈو کے چینل کو بلا ک کر دو صرف,1,,,,,,,,,,
دکی بھائی آپ کا کچھ زور نہیں کسی یہ ترقی کرتا دیکھ نہں سکتا گانڈو,1,,,,,,,,,,
دکی بھائی تم نے اس ہائی کلاس چوتیا کی گانڈ مار دی صیح کر کے,1,,,,,,,,,,
دکی بھائی تمہا را کام بہت اچھا ہے یہ شام ہے ہی بہت گانڈو ناصر خان جان کی طرح,1,,,,,,,,,,
دکی بھائی چھا گئے دوبارہ مزہ آگیا دل سے سپورٹ ہے آپ کی فل چوتیا ہے وہ چبل ہے ہم سب یہ جانتے ہیں,1,,,,,,,,,,
دکی بھائی چھوڑو بچارے کو روتے ہوئے اپنی امی کو نہ شکایت کر دے بھوسڑی کا,1,,,,,,,,,,
دکی بھائی زندہ باد شام چوتیا,1,,,,,,,,,,
دکی بھائی زندہ باد شام گانڈو مردہ باد,1,,,,,,,,,,
دکی بھائی سائنسی چوتیا ہے شام سالا,1,,,,,,,,,,
دکی بھائی شو دے دے اس کو بھوسڑی کا چوتیا ہے سالا,1,,,,,,,,,,
دکی بھائی کون ہے فضل دکی بھائی کی ماں کی چوت چوتیا دکی بھائی تیری ماں کی چوت سالا اپنی ویڈیو دیکھتانہیں اور دوسروں کی ویڈیو پر ردعمل,1,,,,,,,,,,
دکی بھائی کے سپورٹرز ہم ہیں نا ہم سب مل کر اس کے پیچ کو رپورٹ کر دیتے ہیں یا ایسا کچھ کر دیتے ہیں کہ وہ بہن کا لوڑا کچھ بھی نہ کر سکے,1,,,,,,,,,,
دکی بھائی گانڈ پھاڑ دی شام کی,1,,,,,,,,,,
دکی بھائی لو یو بہن چود کو بہت ذلیل کیا ہے,1,,,,,,,,,,
دکی بھائی نا امیدی کی حد ہوتی ہے چھٹی لو اور مزے اٹھاؤ ان گدھوں کو گدھے ہی رہنے دو,1,,,,,,,,,,
دکی بھائی نے تو دلے کی ماں چود دی,1,,,,,,,,,,
دکی بھائی نے تو گانڈ مار لی اس کی شادی کر لے تیرے نشانے پر ہے حجاب,1,,,,,,,,,,
دکی بھائی نے شام کی گندی والی لے لی یہ تو,1,,,,,,,,,,
دکی بھائی یہ نوید ہے ہی چوتیا,1,,,,,,,,,,
دکی بھائی یہ ہے ہی چوتیا,1,,,,,,,,,,
دکی تم نے بہت اچھا کام کیا شام شروع میں بہت اچھا تھا پر گانڈو کو اب پتہ نہں کیا ہوگیا ہے,1,,,,,,,,,,
دکی چھوڑو اس چوتیا کو یہ لوڑا آدمی ہے کسی نہ کام کا,1,,,,,,,,,,
دل چوری ساڈا ہو گیا کیا کریے کیا کریے,0,,,,,,,,,,
دل دو پیار میں کھیل رہا ہے,0,,,,,,,,,,
دل کر رہا ہے کہ اپنا پیج بنا کر اس ابلیس جھوٹے بکواس بہن کے لوڑے کی کچھ ایسی ویڈیوز بناؤں کہ مزہ آجائے,1,,,,,,,,,,
دل کھول لے لی شاباش بھائی یہ پاکستانی اچکزئی کے ٹٹے جیسے منہ والا شام پاکستانی کی بےعزتی کرتا ہے بھوسڑی کا پلیز پاکستانی اس کی ویڈیوز مت دیکھیں,1,,,,,,,,,,
دلے جیسے الفاظ کیوں نہیں استعمال کرتا تو بے غیرت انسان,1,,,,,,,,,,
دلے شلے کی فکر نہں کرنی,1,,,,,,,,,,
دماغ تو تمہارے پاس نہیں ویسے ہی اس چوتیے ابلیس کو لائیک کرنے کی بجائے مر جاؤ,1,,,,,,,,,,
دنچک پوجا کی نئی گانے پر ویڈیو بنا نا یار,0,,,,,,,,,,
دنچک پوجا نے نئی ویڈیو ڈالی ہے سیلفی لینے میں نے اج بھائی پلیز روسٹ کردو,0,,,,,,,,,,
دنچک پوجا واپس آگئی ہے,0,,,,,,,,,,
دنچک کا نیا گانا پلیز اس کو روسٹ کریں,0,,,,,,,,,,
دنیا ک سب سے بڑا دھندا لوگ مذہب کے نام پر چوتیا بنا رہے ہیں,1,,,,,,,,,,
دنیا کے چوتیے ترین بندے کا ایوارڈ آپ کو جاتا ہے جناب,1,,,,,,,,,,
دنیا کی سب سے اچھی ویڈیو ہے ,0,,,,,,,,,,
دھوتا کون ہاتھ سے ہیں پھر,0,,,,,,,,,,
دو بھی بہت اچھی ہے میں آپ کو پسند کرتا ہوں,0,,,,,,,,,,
دوستو ایک بار ضرور دیکھو,0,,,,,,,,,,
دوستوں میری اس ویڈیو کو اک بار لازمی دیکھیں اور مجھے بتائیں کہ میں ایسی ویڈیوز بناؤں کہ نہ بناؤں,0,,,,,,,,,,
دوستوں میری ویڈیو کو دیکھیں اچھی ہے نا,0,,,,,,,,,,
دوسرا گانا اور ڈانس بہت اچھا تھا,0,,,,,,,,,,
دوسری ویڈیوز سے اچھی ویڈیو نہیں ہے,0,,,,,,,,,,
دونوں چوتیے پاگل ہیں میں نے ان دونوں کو ان سبسکرائب کردیا ہے,1,,,,,,,,,,
دیپک مہتا میرا خیال ہے کہ کیری کی گانڈ کو روسٹ کرنا چاہیے,1,,,,,,,,,,
دیکھ بھائی تو لوگوں پر تنقید نہ کر وہ کچھ بھی کریں پر تو اپنا کام جاری رکھ وہ خبیس انسان ہے ہی ایسا,1,,,,,,,,,,
دیکھ کچھ اور رہا ہوتا ہے اور سن کچھ اور رہا ہوتا ہے ویڈیو کا تو کوئی ایک پوائنٹ ہے ہی نہں ان سب نے مل کر ہم سب کو پھدو بنایا ہوا ہے,1,,,,,,,,,,
دیکھ کر میں نے یہ سوچا کہ کون ہیں یہ لوگ اور کہاں سے آ جاتے ہیں,0,,,,,,,,,,
دیکھ لے گا یہ چٹنی,0,,,,,,,,,,
دیکھ یار اس ویڈیو کی رینکنگ دیکھ کتنے لوگوں نے اس کو پسند کیا گا لگتا ہے لوگوں کو سمجھ آگئی ہے اس سالے گانڈو کی,1,,,,,,,,,,
دیکھو یہ آدمی گے ہے,0,,,,,,,,,,
دین جارنا بھائی عائیشہ ایک وائنر ہے اور کیری ایک روسٹر ہے کہاں سے کہاں موازنہ کر رہا ہے,0,,,,,,,,,,
دیوازگرنگ کیا تم جاگ گئے ہو یا نہیں,0,,,,,,,,,,
دیور جی ستا لیول ہوگیا,0,,,,,,,,,,
ڈارک پولر ماں چودا,1,,,,,,,,,,
ڈاکٹر ترکی گانڈو,1,,,,,,,,,,
ڈاکٹر ترکی گانڈو چل دفعہ ہو گانڈو,1,,,,,,,,,,
ڈالرز چوتیا سالا,1,,,,,,,,,,
ڈرامے کا سکرپٹ تو اس نے بین کر دیا کہیں سالا یہ ہم کو چوتیا تو نہں بنا رہا,1,,,,,,,,,,
ڈیٹا اپ ڈیٹ ہونے میں کچھ ٹائم لگتا ہے,0,,,,,,,,,,
ذرا بھائی ان چوتیوں کے ساتھ ایسے ہی ہونا چاہیے لو یو کراچی سے,1,,,,,,,,,,
ذہین بنا دیا سیکورٹی گارڈ نے کیری کو,0,,,,,,,,,,
رات کو دارو پہ ناچتے مر جاتے ہیں,0,,,,,,,,,,
راج تیواری ہے بھائی صیح میں,0,,,,,,,,,,
رام رحیم بہت پیارا ہے,0,,,,,,,,,,
رضوی گانڈو کی گانڈ پر لات مار کے نکالنا چاہیے پاکستان سے,1,,,,,,,,,,
رقم اور ویورز کے چکر میں چتیاپے کی ویڈیو بھی اس نے شروع کردی تو ابھی تو میری گانڈ جل گئی,1,,,,,,,,,,
رنڈی مادرچود ہے یہ فراگی اور شام مادر چود,1,,,,,,,,,,
رولا دیا بھائی ویڈیو سے,0,,,,,,,,,,
رومو نو بھگا دیا,0,,,,,,,,,,
روہت بھائی کبھی بوڑھا نہیں  ہوتا تو کون بوڑھا ہوتا ہے,0,,,,,,,,,,
روہت بھائی میرا خیال ہے کہ آپ کو اور ویڈیوز بنانی چاہیں,0,,,,,,,,,,
روہت کمار میں نے اس کو پہلے سے ہی ان سبسکرائب کردیا ہے مجھے لگا کہ یہ بہن چود چوتیا جھوٹی ویڈیوز بناتا ہے,1,,,,,,,,,,
ریا کوسٹا پلیز سبسکرائب میرا چینل,0,,,,,,,,,,
زبردست بھائی اس کی ایسے ہی بجاؤ بھڑوا چوتیا ہے سالا یہ,1,,,,,,,,,,
زبردست بھائی شام کی گانڈ پھاڑ دی آپ نے واہ بھائی واہ,1,,,,,,,,,,
زبردست یار اسکی بہن کو اگر بیچ میں لا ہی رہا ہے تو اسکی ماں اور بہن کو بھی چود دو پورے خاندان کو,1,,,,,,,,,,
زرداری لوگ بھٹو دشمن ہیں اس کھسرے زرداری پہ لعنت,1,,,,,,,,,,
زلیل انسان کیا بکواس ہے یہ,1,,,,,,,,,,
زمینی سیارہ اپنے باپ کا نام مت بتا,0,,,,,,,,,,
زندگی ہے چھوٹی تھوڑا پیار کرلے اور فضل اور شام گانڈو ہیں,1,,,,,,,,,,
زہر لگتا ہے بہن چود پتہ نہیں کون سے لوگ ہیں جو فائن ہیں اس چوتیے کے,1,,,,,,,,,,
زہر لونڈا ارے بھیا,0,,,,,,,,,,
زہر ہے پیار ہے تیرا چما یہ وہ گانا ہے میرے دوست,0,,,,,,,,,,
زیادہ بے عزتی کر دی سب کی,0,,,,,,,,,,
زیی ٹیوب تیرنے والا پول,0,,,,,,,,,,
سارا ٹٹی ڈرامہ گندی چالو جھوٹی مکار,1,,,,,,,,,,
سارے چوتیے ہیں سب ادھر,1,,,,,,,,,,
سارے ہی چوتیا ہیں,1,,,,,,,,,,
ساسی تم نے بالکل صیح کہا,0,,,,,,,,,,
سال کا ہے بھڑوے بڑوں سے کیوں پنگے لے رہا ہے اپنی کریلے جیسی شکل دیکھ لے میں دفعہ ہو جاؤں گا پر اپنے ابا شام کے ٹٹے اٹھانے بند کر,1,,,,,,,,,,
سالا بہت گندہ آدمی ہےیہ شام,1,,,,,,,,,,
سالا بہت مزیدار ویڈیو ہے,1,,,,,,,,,,
سالا بہن چود کتے کا بچہ یہ بھوسڑی کا حجاب,1,,,,,,,,,,
سالا چوتیا ہے شام گانڈو,1,,,,,,,,,,
سالا چوتیا ہے کیری,1,,,,,,,,,,
سالا سچ تو یہ ہے کہ تو نے ہی اس کو مشہور کر دیا,0,,,,,,,,,,
سالا نومان خان بکواس ہے,1,,,,,,,,,,
سالا ہے ہی بھوسڑی کا دلا ہے بہن چود کیری,1,,,,,,,,,,
سالگرہ مبارک ہو جناب پلیز نوٹنکی کی دکان پر بھی ویڈیو بناؤ,0,,,,,,,,,,
سالگرہ مبارک ہو کیری بھائی ,0,,,,,,,,,,
سالگرہ مبارک ہو کیری بھائی پارٹی کب دے رہے ہو,0,,,,,,,,,,
سالے بہن چود اسے کہتا ہے کہ تو نے سکرپٹڈ الفاظ بین کیے ہوئے ہیں لعنت ہے تیری شکل پر,1,,,,,,,,,,
سالے حرامی مسلمان کی ترقی دیکھی نہیں جاتی,1,,,,,,,,,,
سالے کتے کیری تو لاتا کہاں سے ہے ایسے لوگوں کی ویڈیوز,1,,,,,,,,,,
سالی بےسری میں گالی نہیں نکالنا چاہتا لیکن اگر نکال دی تو پڑھتے پڑھتے تھک جاتا,1,,,,,,,,,,
سب سے اچھا حصہ پھاڑو کردا تھا آپ کا,0,,,,,,,,,,
سب سے اچھا حصہ وہ تھا جب کیری ڈانس کر رہا تھا,0,,,,,,,,,,
سب سے اچھی ویڈیو کیری بھائی,0,,,,,,,,,,
سب سے بڑا بھوسڑی کا شام ادریس ہے,1,,,,,,,,,,
سب سے بڑے چوتیے جھوٹے سالے,1,,,,,,,,,,
سب سے پہلے تم لوگوں کی ماں بہن کروں گا دوسرا اگر تم شام کو سپورٹ کرتے ہو تو گانڈ مروا کر مر جاؤ,1,,,,,,,,,,
سب سے پہلے تمہاری چودیں گے پھیر اس کی گانڈ ماریں گے,1,,,,,,,,,,
سب کے لیے شام ایک چوتیا بندہ ہے اور سب سے بڑا جھوٹا ہے,1,,,,,,,,,,
سب لوگ دیکھ رہے چودے ہو چودے ہو جاؤ چودے ہو ہاہاہاہا,1,,,,,,,,,,
سبزی منڈی مال روڈ شام ابلیس مادرچود,1,,,,,,,,,,
سبسکرائب کر لیا شکریہ,0,,,,,,,,,,
سبسکرائب کرنے میں تھوڑی مدت کم کردو سبسکرائب کردو پلیز,0,,,,,,,,,,
سبسکرائب کریں میرا چینل کو اور دوسروں کو بھی کہیں,0,,,,,,,,,,
سچ کہا بھائی یہ بڑا بہن چود ہے کتا,1,,,,,,,,,,
سچی بھائی کتنے دن سے انتظار کررہا تھا تمہارا کیوں تو اس بہن کے لوڑے کی وجہ سے پریشان ہے,1,,,,,,,,,,
سچی وہ کسی اور سیارے سے تعلق رکھتی ہے,0,,,,,,,,,,
سخت چوتیا ہے یہ اکثر ویڈیو کاپی ہوتی ہیں گوروں کی,1,,,,,,,,,,
سڑک والا بہت اچھا تھا,0,,,,,,,,,,
سکائم ابلیس کو اٹھانے والے آگئے ہیں چوتیا حجاب,1,,,,,,,,,,
سکس پیک کا بادشاہ اوہ میرے خدا سلمان خان بھی شرمائے,0,,,,,,,,,,
سکون آگیا کوئی تو بولا ان چتو پر جانی میں تمہارا فائن ہو گیا,1,,,,,,,,,,
سلم ویڈیوز میرے اسی خوشی میں لاکھوں بار دکی کی گانڈ مار لے,1,,,,,,,,,,
سلمان کی ماں کا,0,,,,,,,,,,
سلینا بولنے والی آواز مست ہے تیری,0,,,,,,,,,,
سمجھ نہیں آتی سالا ہر گھنٹے کے بعد ایک نئی ویڈیو ڈالتا ہے اور کہتا ہے میری آواز جانے والی ہے چوتیا سالا,1,,,,,,,,,,
سمن کس کو بھائی میں نے فیس بک کو روسٹ کیا ہے دیکھ لینا ایک بار مزہ آئیگا,0,,,,,,,,,,
سندر زبردست,0,,,,,,,,,,
سندیپ ہے ہی چوتیا,1,,,,,,,,,,
سنگھ وہ پاگل نہیں ہے کہ گالیاں دے,1,,,,,,,,,,
سنی تو گانڈؤں کی ملکہ اور اجے چوتیوں کا بادشاہ ہے,1,,,,,,,,,,
سنی کی گانڈ میں کھوتے کا لن,1,,,,,,,,,,
سورج بھائی میرا چینل کو سپورٹ کرو ,0,,,,,,,,,,
سوروبا سوتر نہیں ہوں اس لیئے تو خوش ہوں,0,,,,,,,,,,
سوشل میڈیا پر اس کی گانڈ مار دوں گا بہن چود,1,,,,,,,,,,
سیٹھی تو اپنا پتہ کروا تیری گانڈ میں کیڑا ہے,1,,,,,,,,,,
شاباش بھائی صیح ثابت کیا ہے کہ یہ بہت بڑا دلا ہے,1,,,,,,,,,,
شاباش بھائی صیح کر کے مار دی اس گانڈو کی بجا کر رکھ دی اور اوپر سے اتنی اچھی ویڈیو,1,,,,,,,,,,
شاباش بیٹا تم ٹھیک ہو بھائی,0,,,,,,,,,,
شاباش دکی بھائی تم نے ادریس کی گانڈ مار لی اور حجاب کی بھی,1,,,,,,,,,,
شادی کر لے ویسے شام بہت بڑا دلا ہے سالا دلا کتا,1,,,,,,,,,,
شادی کرلے کرلے بھوسڑی کے فراگی تو ملے گی نہں ایسے تو اس کے ساتھ ناجائز بچے نکالتا رہے گا,1,,,,,,,,,,
شادی کرلے کون ہنسا کون ہنسا جلدی بتا بھڑوے میں اس کی گانڈ میں اپنے پاؤں کا انگوٹھا گھسا دوں,1,,,,,,,,,,
شام  میرا لنڈ سے معافی مانگو دکی بھائی مہربانی ,1,,,,,,,,,,
شام ابلیس بھوسڑی کے,1,,,,,,,,,,
شام ادریس چوتیا کی پھاڑ دی تم بہت اچھے ہو بھائی,1,,,,,,,,,,
شام ادریس چوتیا ہے سالا,1,,,,,,,,,,
شام ادریس دلے تو یوٹیوب چھوڑ کر چلا جاتا ہے بھڑوے,1,,,,,,,,,,
شام ادریس رنڈی کا بچہ ہے,1,,,,,,,,,,
شام ادریس کو بس سارے چوتیا دیکھتے ہیں,1,,,,,,,,,,
شام ادریس کی ماں کی چوت,1,,,,,,,,,,
شام ادریس ہے ہی چوتیا,1,,,,,,,,,,
